right_left,twitter_handle,born,total_screen_name_replies,GDP_per_capita_PPS_2013,total_retweets,WEF_Global_IT_score_2014,Press_freedom_2014,twitter_birthday,total_status_id_replies,native_lang,european_party,days_served,Median_age_2014,nationality,share_2009-share_2014,total_tweets,name,gender,Electoral_system,internal_cohesion_score_2009-2014,total_favorites
0,SalvoPogliese,1972-03-03 00:00:00,0,99,2,4.18,23.75,2011-08-25,0,it,Group of the European People's Party (Christian Democrats),0,44.5,Italy,22.47,26,Salvatore Domenico POGLIESE,male,1,7.5,19
0,SampoTerho,1977-09-20 00:00:00,1,113,0,6.04,6.4,2009-05-05,1,fi,European Conservatives and Reformists Group,1162,43.2,Finland,-7.69,16,Sampo TERHO,male,1,13.5,17
0,Kalniete,1952-12-22 00:00:00,1,64,54,4.58,21.1,2009-03-20,1,lv,Group of the European People's Party (Christian Democrats),1813,41.4,Latvia,-12.5,138,Sandra KALNIETE,female,1,7.5,243
0,SantiagoFisas,1948-08-29 00:00:00,2,94,67,4.69,20.63,2012-07-04,1,es,Group of the European People's Party (Christian Democrats),1813,41.6,Spain,16.37,95,Santiago FISAS AYXELÀ,male,0,7.5,95
0,SeanKellyMEP,1952-04-26 00:00:00,57,130,135,5.07,10.87,2009-02-20,44,en,Group of the European People's Party (Christian Democrats),1813,35.7,Ireland,-3.03,349,Seán KELLY,male,2,7.5,370
1,SebDance,1981-12-01 00:00:00,45,109,143,5.54,19.93,2009-06-07,40,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,275,Seb DANCE,male,0,8.5,274
1,SergeiStanishev,1966-05-05 00:00:00,0,45,4,3.96,31.42,2011-12-13,0,bg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,42.6,Bulgaria,0,11,Sergei STANISHEV,male,1,8.5,19
1,Cofferati,1948-01-30 00:00:00,6,99,119,4.18,23.75,2009-11-11,6,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.5,Italy,-13.3,156,Sergio Gaetano COFFERATI,male,1,8.5,237
1,Sergio_GP,1982-07-11 00:00:00,53,94,177,4.69,20.63,2010-07-02,50,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1443,41.6,Spain,10.37,313,Sergio GUTIÉRREZ PRIETO,male,0,8.5,200
0,SMuresan,1981-09-20 00:00:00,84,55,29,3.95,23.48,2009-06-23,77,ro,Group of the European People's Party (Christian Democrats),0,39.8,Romania,-3.22,344,Siegfried MUREŞAN,male,0,7.5,769
1,SilviaCostaEU,1949-06-12 00:00:00,55,99,188,4.18,23.75,2013-04-08,50,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.5,Italy,-13.3,356,Silvia COSTA,female,1,8.5,214
1,simonabonafe,1973-07-12 00:00:00,13,99,89,4.18,23.75,2011-10-16,13,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,143,Simona BONAFÈ,female,1,8.5,448
1,sionsimon,1968-12-23 00:00:00,32,109,70,5.54,19.93,2008-12-29,32,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,172,Siôn SIMON,male,0,8.5,79
0,spietikainen,1959-04-19 00:00:00,78,113,101,6.04,6.4,2009-02-06,74,fi,Group of the European People's Party (Christian Democrats),2279,43.2,Finland,0,287,Sirpa PIETIKÄINEN,female,1,7.5,662
1,SkaKeller,1981-11-22 00:00:00,88,122,286,5.5,10.23,2008-10-05,88,de,Group of the Greens/European Free Alliance,1813,46.1,Germany,2.68,537,Ska KELLER,female,0,5.5,1101
0,,1976-07-17 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the European People's Party (Christian Democrats),0,41.1,Portugal,7.79,0,Sofia RIBEIRO,female,0,7.5,0
1,SofiaSakorafa,1957-04-29 00:00:00,1,73,143,3.95,31.33,2012-03-22,1,el,Confederal Group of the European United Left - Nordic Green Left,0,43.5,Greece,-24.03,259,Sofia SAKORAFA,female,1,20.5,505
1,SoledadCabezon,1973-09-01 00:00:00,5,94,16,4.69,20.63,2011-10-18,2,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.6,Spain,10.37,30,Soledad CABEZÓN RUIZ,female,0,8.5,10
1,SophieintVeld,1963-09-13 00:00:00,308,131,213,5.79,6.46,2009-06-20,305,nl,Group of the Alliance of Liberals and Democrats for Europe,3633,42.1,Netherlands,-3.38,665,Sophia in 't VELD,female,1,11.5,539
0,,1969-11-22 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Sophie MONTEL,female,0,,0
1,SorayaPostFi,1956-10-15 00:00:00,157,127,234,5.93,8.98,2014-04-28,155,sv,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.2,Sweden,-5,526,Soraya POST,female,1,8.5,1692
1,,1961-02-16 00:00:00,0,73,0,3.95,31.33,,0,el,Non-attached Members,0,43.5,Greece,-0.43,0,Sotirios ZARIANOPOULOS,male,1,,0
0,stanislavpolcak,1980-02-21 00:00:00,0,82,0,4.49,10.07,2014-03-27,0,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-19.05,3,Stanislav POLČÁK,male,1,7.5,4
0,biuroposelskie,1953-05-27 00:00:00,0,67,0,4.24,11.03,2009-09-26,0,pl,European Conservatives and Reformists Group,0,39.5,Poland,-3.33,1,Stanisław OŻÓG,male,1,13.5,0
0,,1956-05-07 00:00:00,0,67,0,4.24,11.03,,0,pl,Non-attached Members,0,39.5,Poland,-7.84,0,Stanisław ŻÓŁTEK,male,1,,0
0,SteeveBriois,1972-11-28 00:00:00,1,107,7,5.09,21.89,2012-02-21,1,fr,Non-attached Members,0,40.9,France,-24.21,140,Steeve BRIOIS,male,0,,1051
1,,1956-01-08 00:00:00,0,122,0,5.5,10.23,,0,de,Confederal Group of the European United Left - Nordic Green Left,0,46.1,Germany,-1.04,0,Stefan ECK,male,0,20.5,0
0,Steven_Woolfe,1967-10-06 00:00:00,301,109,266,5.54,19.93,2012-01-30,278,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,1066,Steven WOOLFE,male,0,51.5,4111
1,,1958-09-01 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Susanne MELIOR,female,0,8.5,0
1,sven_giegold,1969-11-17 00:00:00,228,122,23,5.5,10.23,2008-10-12,221,de,Group of the Greens/European Free Alliance,1813,46.1,Germany,2.68,603,Sven GIEGOLD,male,0,5.5,2352
0,schulzeeuropa,1979-07-31 00:00:00,0,122,0,5.5,10.23,2014-02-15,0,de,Group of the European People's Party (Christian Democrats),0,46.1,Germany,4.14,17,Sven SCHULZE,male,0,7.5,2
0,,1968-01-19 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the European People's Party (Christian Democrats),943,42.6,Bulgaria,-5.88,0,Svetoslav Hristov MALINOV,male,1,7.5,0
0,SyedKamall,1967-02-15 00:00:00,15,109,106,5.54,19.93,2010-05-16,13,en,European Conservatives and Reformists Group,3337,40.4,United Kingdom,8.69,223,Syed KAMALL,male,0,13.5,195
1,KaufmannSylvia,1955-01-23 00:00:00,0,122,59,5.5,10.23,2013-04-25,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3646,46.1,Germany,-4.89,63,Sylvia-Yvonne KAUFMANN,female,0,8.5,11
0,Sylvie_Goddyn,1964-06-24 00:00:00,0,107,15,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,21,Sylvie GODDYN,female,0,,34
1,GoulardSylvie,1964-12-06 00:00:00,6,107,63,5.09,21.89,2013-01-23,4,fr,Group of the Alliance of Liberals and Democrats for Europe,1813,40.9,France,-1.13,177,Sylvie GOULARD,female,0,11.5,149
1,sylvieguillaume,1962-06-11 00:00:00,20,107,42,5.09,21.89,2010-07-16,18,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,40.9,France,3.23,210,Sylvie GUILLAUME,female,0,8.5,222
0,TadeuszZwiefka,1954-12-28 00:00:00,2,67,1,4.24,11.03,2012-01-22,2,pl,Group of the European People's Party (Christian Democrats),3633,39.5,Poland,14.71,7,Tadeusz ZWIEFKA,male,1,7.5,23
1,thadjigeorgiou,1956-12-11 00:00:00,2,89,1,4.6,14.45,2012-03-02,2,el,Confederal Group of the European United Left - Nordic Green Left,1813,35.7,Cyprus,0,70,Takis HADJIGEORGIOU,male,1,20.5,40
0,dajcstomi,1966-07-27 00:00:00,20,66,37,4.32,26.73,2011-03-07,17,hu,Group of the European People's Party (Christian Democrats),1813,41.1,Hungary,2.16,127,Tamás DEUTSCH,male,0,7.5,293
1,MeszericsT,1964-12-04 00:00:00,0,66,1,4.32,26.73,2013-03-10,0,hu,Group of the Greens/European Free Alliance,0,41.1,Hungary,-4.76,8,Tamás MESZERICS,male,0,5.5,8
1,TaniaGonzalezPs,1982-10-18 00:00:00,15,94,378,4.69,20.63,2014-03-30,12,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-9.26,704,Tania GONZÁLEZ PEÑAS,female,0,20.5,7036
1,tfajon,1971-05-09 00:00:00,41,82,102,4.6,20.38,2010-01-08,24,sl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,43.5,Slovenia,16.07,377,Tanja FAJON,female,1,8.5,610
1,Tatjana_Zdanoka,1950-05-08 00:00:00,0,64,0,4.58,21.1,2011-02-15,0,lv,Group of the Greens/European Free Alliance,3633,41.4,Latvia,-12.5,32,Tatjana ŽDANOKA,female,1,5.5,3
0,TeresaJBecerril,1961-07-24 00:00:00,0,94,0,4.69,20.63,2011-11-16,0,es,Group of the European People's Party (Christian Democrats),1813,41.6,Spain,16.37,0,Teresa JIMÉNEZ-BECERRIL BARRIO,female,0,7.5,0
1,TeresaRodr_,1981-09-18 00:00:00,22,94,230,4.69,20.63,2012-08-27,20,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-9.26,626,Teresa RODRIGUEZ-RUBIO,female,0,20.5,26386
1,TerryReintke,1987-05-09 00:00:00,70,122,273,5.5,10.23,2012-04-22,70,de,Group of the Greens/European Free Alliance,0,46.1,Germany,2.68,615,Terry REINTKE,female,0,5.5,1154
0,TheodorStolojan,1943-10-24 00:00:00,0,55,1,3.95,23.48,2013-11-27,0,ro,Group of the European People's Party (Christian Democrats),2395,39.8,Romania,14.68,1,Theodor Dumitru STOLOJAN,male,0,7.5,0
0,,1971-10-27 00:00:00,0,73,0,3.95,31.33,,0,el,Group of the European People's Party (Christian Democrats),0,43.5,Greece,12.55,0,Theodoros ZAGORAKIS,male,1,7.5,0
1,TheresaMEP,1962-12-11 00:00:00,43,109,189,5.54,19.93,2012-09-17,36,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,671,Theresa GRIFFIN,female,0,8.5,750
0,ComodiniCachia,1973-02-23 00:00:00,4,86,4,4.96,23.84,2013-08-04,0,mt,Group of the European People's Party (Christian Democrats),0,40.9,Malta,-10,40,Therese COMODINI CACHIA,female,1,7.5,16
1,thaendel,1953-08-27 00:00:00,0,122,0,5.5,10.23,2013-03-24,0,de,Confederal Group of the European United Left - Nordic Green Left,1813,46.1,Germany,0.79,1,Thomas HÄNDEL,male,0,20.5,0
0,,1946-01-28 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),7287,46.1,Germany,4.14,0,Thomas MANN,male,0,7.5,0
1,szanyitibor,1956-07-13 00:00:00,3,66,0,4.32,26.73,2009-12-11,1,hu,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Hungary,8.66,165,Tibor SZANYI,male,0,8.5,33
0,Tim_Aker,1985-05-23 00:00:00,46,109,319,5.54,19.93,2012-08-08,46,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,516,Tim AKER,male,0,51.5,2840
0,TimKirkhopeMEP,1945-04-29 00:00:00,8,109,140,5.54,19.93,2013-01-14,4,en,European Conservatives and Reformists Group,5460,40.4,United Kingdom,8.69,355,Timothy KIRKHOPE,male,0,13.5,165
0,beghin_t,1971-02-04 00:00:00,2,99,4,4.18,23.75,2014-02-15,1,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,28,Tiziana BEGHIN,female,1,51.5,69
0,TokiaSaifi,1959-07-11 00:00:00,4,107,38,5.09,21.89,2011-12-19,4,fr,Group of the European People's Party (Christian Democrats),4654,40.9,France,9.08,85,Tokia SAÏFI,female,0,7.5,26
0,TomZdechovsky,1979-11-02 00:00:00,387,82,143,4.49,10.07,2012-09-01,364,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-5.19,848,Tomáš ZDECHOVSKÝ,male,1,7.5,745
0,TomaszPoreba,1973-03-31 00:00:00,3,67,11,4.24,11.03,2013-11-30,3,pl,European Conservatives and Reformists Group,1813,39.5,Poland,-3.33,30,Tomasz Piotr PORĘBA,male,1,13.5,93
0,tomislavdonchev,1973-08-06 00:00:00,44,45,2,3.96,31.42,2012-02-19,44,bg,Group of the European People's Party (Christian Democrats),0,42.6,Bulgaria,-5.88,69,Tomislav DONCHEV,male,1,7.5,306
1,TPicula,1961-08-31 00:00:00,1,61,5,4.34,26.82,2011-05-27,1,hr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,365,42.1,Croatia,23.48,34,Tonino PICULA,male,1,8.5,44
0,TraianUngureanu,1958-03-01 00:00:00,0,55,0,3.95,23.48,2012-07-03,0,ro,Group of the European People's Party (Christian Democrats),1813,39.8,Romania,14.68,25,Traian UNGUREANU,male,0,7.5,5
0,,1936-07-10 00:00:00,0,73,0,5.27,9.63,,0,et,Group of the European People's Party (Christian Democrats),3633,41.2,Estonia,0,0,Tunne KELAM,male,1,7.5,0
1,UdoBullmann,1956-06-08 00:00:00,3,122,18,5.5,10.23,2014-04-04,3,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5460,46.1,Germany,-4.89,44,Udo BULLMANN,male,0,8.5,30
0,udovoigt,1952-04-14 00:00:00,0,122,0,5.5,10.23,2009-06-19,0,de,Non-attached Members,0,46.1,Germany,-1.04,0,Udo VOIGT,male,0,,0
1,,1962-09-04 00:00:00,0,124,0,5.5,7.43,,0,da,Group of the Alliance of Liberals and Democrats for Europe,0,41.6,Denmark,7.69,0,Ulla TØRNÆS,female,1,11.5,0
1,UlrikeLunacek,1957-05-26 00:00:00,76,128,368,5.26,10.01,2010-08-24,67,de,Group of the Greens/European Free Alliance,1813,44.3,Austria,-4.9,670,Ulrike LUNACEK,female,1,5.5,443
1,UliMuellerMdEP,1962-12-07 00:00:00,0,122,0,5.5,10.23,2012-06-19,0,de,Group of the Alliance of Liberals and Democrats for Europe,0,46.1,Germany,-1.04,63,Ulrike MÜLLER,female,0,11.5,5
1,UlrikeRodust,1949-06-04 00:00:00,1,122,10,5.5,10.23,2009-04-04,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2132,46.1,Germany,-4.89,38,Ulrike RODUST,female,0,8.5,9
0,,1970-04-17 00:00:00,0,122,0,5.5,10.23,,0,de,European Conservatives and Reformists Group,0,46.1,Germany,-7.29,0,Ulrike TREBESIUS,female,0,13.5,0
0,,1965-03-03 00:00:00,0,73,0,4.78,19.2,,0,pl,European Conservatives and Reformists Group,1813,41.2,Lithuania,-0.76,0,Valdemar TOMAŠEVSKI,male,1,13.5,0
0,VDombrovskis,1971-08-05 00:00:00,9,64,72,4.58,21.1,2009-05-24,9,lv,Group of the European People's Party (Christian Democrats),1695,41.4,Latvia,-12.5,110,Valdis DOMBROVSKIS,male,1,7.5,617
0,,1953-11-18 00:00:00,0,73,0,4.78,19.2,,0,lt,Europe of freedom and direct democracy Group,0,41.2,Lithuania,-1.52,0,Valentinas MAZURONIS,male,1,51.5,0
0,,1952-02-01 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),1813,41.6,Spain,16.37,0,Verónica LOPE FONTAGNÉ,female,0,7.5,0
0,vickyford,1967-09-21 00:00:00,79,109,193,5.54,19.93,2008-05-07,72,en,European Conservatives and Reformists Group,1813,40.4,United Kingdom,8.69,492,Vicky FORD,female,0,13.5,347
0,,1986-09-07 00:00:00,0,131,0,5.79,6.46,,0,nl,Non-attached Members,0,42.1,Netherlands,0.62,0,Vicky MAEIJER,female,1,,0
1,,1952-05-17 00:00:00,0,55,0,3.95,23.48,,0,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2395,39.8,Romania,-7.2,0,Victor BOŞTINARU,male,0,8.5,0
1,negrescuvictor,1985-08-17 00:00:00,2,55,3,3.95,23.48,2011-01-22,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-7.2,129,Victor NEGRESCU,male,0,8.5,48
1,ViktorUspaskich,1959-07-24 00:00:00,0,73,0,4.78,19.2,2010-09-14,0,lt,Group of the Alliance of Liberals and Democrats for Europe,1220,41.2,Lithuania,-0.76,0,Viktor USPASKICH,male,1,11.5,0
1,,1960-03-03 00:00:00,0,73,0,4.78,19.2,,0,lt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.2,Lithuania,6.82,0,Vilija BLINKEVIČIŪTĖ,female,1,8.5,0
1,Vincent_Peillon,1960-07-07 00:00:00,0,107,0,5.09,21.89,2009-03-18,0,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2915,40.9,France,3.23,0,Vincent PEILLON,male,0,8.5,0
1,,1963-12-16 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1987,39.8,Romania,-7.2,0,Viorica DĂNCILĂ,female,0,8.5,0
1,VRoziere,1976-06-18 00:00:00,5,107,29,5.09,21.89,2014-02-01,3,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,France,-1.35,73,Virginie ROZIÈRE,female,0,8.5,80
0,VivianeRedingEU,1951-04-27 00:00:00,19,257,7,5.53,6.7,2010-08-11,4,fr,Group of the European People's Party (Christian Democrats),3685,39.6,Luxembourg,0,154,Viviane REDING,female,1,7.5,838
1,MankaVladimir,1959-09-19 00:00:00,0,75,0,4.12,11.39,2014-12-02,0,sk,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,39.2,Slovakia,7.69,0,Vladimír MAŇKA,male,1,8.5,0
0,,1954-10-01 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the European People's Party (Christian Democrats),2582,42.6,Bulgaria,-5.88,0,Vladimir URUTCHEV,male,1,7.5,0
0,WernerKuhnMdEP,1955-05-19 00:00:00,0,122,0,5.5,10.23,2011-05-04,0,de,Group of the European People's Party (Christian Democrats),1813,46.1,Germany,4.14,12,Werner KUHN,male,0,7.5,3
0,langen_werner,1949-11-27 00:00:00,2,122,0,5.5,10.23,2012-12-23,1,de,Group of the European People's Party (Christian Democrats),7287,46.1,Germany,4.14,7,Werner LANGEN,male,0,7.5,1
0,,1949-09-23 00:00:00,0,109,0,5.54,19.93,,0,en,Europe of freedom and direct democracy Group,1813,40.4,United Kingdom,-14.82,0,William (The Earl of) DARTMOUTH,male,0,51.5,0
0,WimvandeCamp,1953-07-27 00:00:00,96,131,83,5.79,6.46,2009-01-19,79,nl,Group of the European People's Party (Christian Democrats),1813,42.1,Netherlands,0.77,409,Wim van de CAMP,male,1,7.5,142
1,,1966-10-15 00:00:00,0,73,0,5.27,9.63,,0,et,Group of the Alliance of Liberals and Democrats for Europe,0,41.2,Estonia,16.67,0,Yana TOOM,female,1,11.5,0
1,yjadot,1967-07-27 00:00:00,66,107,812,5.09,21.89,2010-02-26,62,fr,Group of the Greens/European Free Alliance,1813,40.9,France,11.34,1224,Yannick JADOT,male,0,5.5,925
1,younousomarjee,1969-09-30 00:00:00,2,107,11,5.09,21.89,2010-02-22,2,fr,Confederal Group of the European United Left - Nordic Green Left,909,40.9,France,-1.35,38,Younous OMARJEE,male,0,20.5,32
0,ZbigniewKuzmiuk,1956-09-19 00:00:00,0,67,0,4.24,11.03,2011-08-18,0,pl,European Conservatives and Reformists Group,1819,39.5,Poland,-3.33,175,Zbigniew KUŹMIUK,male,1,13.5,67
0,ZdzKrasnodebski,1953-04-11 00:00:00,103,67,192,4.24,11.03,2012-03-28,103,pl,European Conservatives and Reformists Group,0,39.5,Poland,-1.96,613,Zdzisław KRASNODĘBSKI,male,1,13.5,1186
1,balcytis,1953-11-16 00:00:00,0,73,0,4.78,19.2,2009-04-21,0,lt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.2,Lithuania,6.82,0,Zigmantas BALČYTIS,male,1,8.5,0
0,,1948-03-24 00:00:00,0,66,0,4.32,26.73,,0,hu,Non-attached Members,303,41.1,Hungary,-0.65,0,Zoltán BALCZÓ,male,0,,0
